file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000001.spc,2.906,10.361,52.606,0.3212,0.2215,0.4553,1.0000
spect_000002.spc,1.165,18.088,64.950,0.0182,0.4157,0.5652,1.0000
spect_000003.spc,1.080,11.924,82.744,0.0091,0.2574,0.7311,1.0000
spect_000004.spc,1.867,15.862,57.382,0.1399,0.3603,0.4968,1.0000
spect_000005.spc,2.642,28.910,8.228,0.2609,0.6967,0.0402,1.0000
spect_000006.spc,2.694,27.252,11.408,0.2715,0.6544,0.0701,1.0000
spect_000007.spc,2.905,5.433,65.813,0.3251,0.0951,0.5786,1.0000
spect_000008.spc,2.083,9.698,69.934,0.1815,0.2026,0.6145,1.0000
spect_000009.spc,1.566,18.413,56.512,0.0863,0.4249,0.4876,1.0000
spect_000010.spc,1.774,3.500,92.122,0.1343,0.0429,0.8208,1.0000
spect_000011.spc,2.367,25.833,21.500,0.2168,0.6172,0.1633,1.0000
spect_000012.spc,1.441,16.468,63.980,0.0666,0.3748,0.5570,1.0000
spect_000013.spc,2.491,10.357,60.474,0.2505,0.2204,0.5275,1.0000
spect_000014.spc,3.380,7.552,51.324,0.4041,0.1505,0.4448,1.0000
spect_000015.spc,2.287,14.187,54.135,0.2125,0.3182,0.4677,1.0000
spect_000016.spc,3.024,17.959,30.067,0.3352,0.4167,0.2453,1.0000
spect_000017.spc,3.014,11.551,47.127,0.3391,0.2524,0.4046,1.0000
spect_000018.spc,2.089,11.354,65.481,0.1811,0.2450,0.5730,1.0000
spect_000019.spc,1.896,13.127,64.308,0.1470,0.2901,0.5614,1.0000
spect_000020.spc,2.660,18.747,35.042,0.2723,0.4360,0.2906,1.0000
spect_000021.spc,2.629,11.875,53.990,0.2726,0.2596,0.4673,1.0000
spect_000022.spc,3.030,14.797,38.496,0.3387,0.3356,0.3240,1.0000
spect_000023.spc,1.722,10.842,73.627,0.1192,0.2311,0.6479,1.0000
spect_000024.spc,2.153,23.809,31.059,0.1818,0.5647,0.2518,1.0000
spect_000025.spc,1.549,3.059,97.422,0.0964,0.0312,0.8696,1.0000
spect_000026.spc,1.263,19.840,58.231,0.0337,0.4609,0.5028,1.0000
spect_000027.spc,1.977,16.093,54.877,0.1582,0.3664,0.4737,1.0000
spect_000028.spc,1.288,13.759,73.923,0.0430,0.3050,0.6494,1.0000
spect_000029.spc,2.635,18.482,36.173,0.2683,0.4292,0.3011,1.0000
spect_000030.spc,2.056,8.146,74.301,0.1786,0.1628,0.6553,1.0000
spect_000031.spc,1.293,19.138,59.429,0.0395,0.4430,0.5141,1.0000
spect_000032.spc,2.549,10.307,59.422,0.2605,0.2193,0.5179,1.0000
spect_000033.spc,2.487,4.804,75.288,0.2545,0.0780,0.6658,1.0000
spect_000034.spc,3.243,13.352,38.207,0.3763,0.2990,0.3220,1.0000
spect_000035.spc,2.373,13.633,54.057,0.2277,0.3042,0.4672,1.0000
spect_000036.spc,4.718,8.925,22.112,0.6313,0.1889,0.1763,1.0000
spect_000037.spc,2.418,15.404,48.551,0.2338,0.3497,0.4159,1.0000
spect_000038.spc,2.737,3.856,72.963,0.2980,0.0543,0.6449,1.0000
spect_000039.spc,1.899,5.242,85.151,0.1541,0.0879,0.7561,1.0000
spect_000040.spc,2.451,14.940,48.994,0.2399,0.3379,0.4202,1.0000
spect_000041.spc,2.069,11.592,65.291,0.1775,0.2511,0.5711,1.0000
spect_000042.spc,2.651,15.799,42.984,0.2733,0.3604,0.3647,1.0000
spect_000043.spc,1.903,2.886,91.358,0.1567,0.0275,0.8140,1.0000
spect_000044.spc,1.213,11.111,82.425,0.0324,0.2369,0.7285,1.0000
spect_000045.spc,1.747,14.740,62.865,0.1201,0.3312,0.5475,1.0000
spect_000046.spc,2.211,17.227,47.594,0.1970,0.3960,0.4063,1.0000
spect_000047.spc,2.392,9.771,63.861,0.2342,0.2052,0.5588,1.0000
spect_000048.spc,2.003,10.688,68.785,0.1672,0.2278,0.6036,1.0000
spect_000049.spc,2.322,4.551,79.067,0.2265,0.0711,0.7006,1.0000
spect_000050.spc,2.381,10.808,61.333,0.2314,0.2318,0.5352,1.0000
spect_000051.spc,2.478,14.853,48.762,0.2445,0.3357,0.4181,1.0000
spect_000052.spc,4.016,17.052,13.716,0.5050,0.3957,0.0957,1.0000
spect_000053.spc,3.026,19.182,26.787,0.3345,0.4481,0.2147,1.0000
spect_000054.spc,2.095,7.152,76.585,0.1856,0.1373,0.6767,1.0000
spect_000055.spc,2.944,19.609,27.362,0.3200,0.4588,0.2197,1.0000
spect_000056.spc,3.330,14.492,33.498,0.3902,0.3285,0.2783,1.0000
spect_000057.spc,2.577,24.965,19.999,0.2531,0.5953,0.1499,1.0000
spect_000058.spc,1.228,6.282,94.441,0.0396,0.1133,0.8409,1.0000
spect_000059.spc,3.479,18.010,21.402,0.4126,0.4190,0.1658,1.0000
spect_000060.spc,1.838,14.166,62.389,0.1365,0.3167,0.5434,0.9999
spect_000061.spc,3.270,11.103,43.833,0.3825,0.2413,0.3745,1.0000
spect_000062.spc,2.661,7.701,64.277,0.2817,0.1527,0.5635,1.0000
spect_000063.spc,2.364,9.953,63.970,0.2293,0.2098,0.5597,1.0000
spect_000064.spc,2.583,25.430,18.429,0.2539,0.6074,0.1353,1.0000
spect_000065.spc,3.327,5.204,58.284,0.3974,0.0902,0.5097,1.0000
spect_000066.spc,2.305,4.475,79.408,0.2240,0.0692,0.7038,1.0000
spect_000067.spc,1.360,10.744,80.827,0.0575,0.2277,0.7140,1.0000
spect_000068.spc,3.606,2.784,59.419,0.4469,0.0288,0.5212,1.0000
spect_000069.spc,2.386,9.413,65.114,0.2333,0.1959,0.5704,1.0000
spect_000070.spc,2.864,11.253,51.265,0.3131,0.2442,0.4426,1.0000
spect_000071.spc,2.840,4.272,70.112,0.3150,0.0651,0.6185,1.0000
spect_000072.spc,2.786,18.323,33.739,0.2942,0.4254,0.2788,1.0000
spect_000073.spc,2.772,10.701,54.233,0.2982,0.2299,0.4701,1.0000
spect_000074.spc,3.680,11.269,35.297,0.4526,0.2467,0.2962,1.0000
spect_000075.spc,4.240,10.015,28.217,0.5490,0.2157,0.2318,1.0000
spect_000076.spc,4.474,5.673,35.453,0.5923,0.1048,0.3001,1.0000
spect_000077.spc,1.097,4.162,103.039,0.0184,0.0584,0.9206,1.0000
spect_000078.spc,3.500,5.634,53.923,0.4264,0.1016,0.4695,1.0000
spect_000079.spc,1.873,16.861,54.717,0.1399,0.3859,0.4719,1.0000
spect_000080.spc,1.411,16.403,64.786,0.0616,0.3730,0.5644,1.0000
spect_000081.spc,2.761,3.704,72.755,0.3025,0.0505,0.6431,1.0000
spect_000082.spc,3.067,18.460,27.960,0.3420,0.4296,0.2258,1.0000
spect_000083.spc,3.115,2.949,68.461,0.3629,0.0318,0.6040,1.0000
spect_000084.spc,3.352,5.596,56.865,0.4013,0.1003,0.4965,1.0000
spect_000085.spc,1.405,2.984,100.272,0.0720,0.0289,0.8958,1.0000
spect_000086.spc,2.492,4.033,77.025,0.2562,0.0583,0.6821,1.0000
spect_000087.spc,2.180,10.903,65.028,0.1969,0.2337,0.5690,1.0000
spect_000088.spc,2.735,13.328,47.826,0.2898,0.2972,0.4102,1.0000
spect_000089.spc,1.335,29.162,32.031,0.0383,0.7002,0.2584,1.0000
spect_000090.spc,1.556,6.959,87.334,0.0939,0.1311,0.7753,1.0000
spect_000091.spc,2.752,13.226,47.831,0.2927,0.2947,0.4103,1.0000
spect_000092.spc,3.095,14.931,37.256,0.3493,0.3390,0.3125,1.0000
spect_000093.spc,1.313,7.071,91.010,0.0530,0.1336,0.8091,1.0000
spect_000094.spc,2.174,15.417,53.012,0.1923,0.3495,0.4568,1.0000
spect_000095.spc,1.662,10.948,74.405,0.1090,0.2337,0.6550,1.0000
spect_000096.spc,1.885,21.902,41.358,0.1375,0.5151,0.3471,1.0000
spect_000097.spc,2.017,12.618,63.353,0.1680,0.2773,0.5529,1.0000
spect_000098.spc,2.133,15.146,54.028,0.1861,0.3426,0.4664,0.9999
spect_000099.spc,2.192,6.250,77.105,0.2030,0.1144,0.6818,1.0000
spect_000100.spc,1.258,9.824,84.991,0.0411,0.2040,0.7526,1.0000
spect_000101.spc,2.480,17.372,41.992,0.2428,0.4004,0.3549,1.0000
spect_000102.spc,2.063,13.885,59.227,0.1746,0.3099,0.5145,1.0000
spect_000103.spc,2.893,10.465,52.623,0.3190,0.2241,0.4554,1.0000
spect_000104.spc,2.928,5.869,64.179,0.3287,0.1063,0.5634,1.0000
spect_000105.spc,3.503,11.011,39.629,0.4225,0.2395,0.3360,1.0000
spect_000106.spc,2.181,14.002,56.529,0.1948,0.3133,0.4897,1.0000
spect_000107.spc,1.874,11.110,70.081,0.1448,0.2383,0.6153,1.0000
spect_000108.spc,1.774,13.693,65.145,0.1256,0.3043,0.5689,1.0000
spect_000109.spc,3.366,10.416,43.955,0.3994,0.2239,0.3759,1.0000
spect_000110.spc,2.108,5.408,80.726,0.1895,0.0927,0.7154,1.0000
spect_000111.spc,3.644,15.965,23.847,0.4423,0.3669,0.1891,1.0000
spect_000112.spc,2.361,7.868,69.490,0.2306,0.1563,0.6113,1.0000
spect_000113.spc,2.764,27.213,10.372,0.2832,0.6535,0.0606,1.0000
spect_000114.spc,3.099,6.048,60.471,0.3577,0.1113,0.5294,1.0000
spect_000115.spc,2.403,3.243,80.923,0.2416,0.0378,0.7182,1.0000
spect_000116.spc,2.266,16.242,49.006,0.2074,0.3709,0.4197,1.0000
spect_000117.spc,3.311,2.490,65.763,0.3970,0.0206,0.5795,1.0000
spect_000118.spc,2.450,15.461,47.629,0.2393,0.3513,0.4075,1.0000
spect_000119.spc,2.300,11.190,62.029,0.2170,0.2413,0.5414,1.0000
spect_000120.spc,2.634,11.869,53.706,0.2736,0.2596,0.4648,1.0000
spect_000121.spc,2.035,13.427,60.898,0.1704,0.2981,0.5300,1.0000
spect_000122.spc,1.871,14.885,60.213,0.1411,0.3351,0.5231,1.0000
spect_000123.spc,1.687,12.223,70.737,0.1119,0.2664,0.6208,1.0000
spect_000124.spc,1.178,12.635,79.166,0.0250,0.2759,0.6979,1.0000
spect_000125.spc,3.017,11.984,46.281,0.3387,0.2633,0.3966,1.0000
spect_000126.spc,1.974,2.436,91.239,0.1691,0.0161,0.8131,1.0000
spect_000127.spc,2.594,10.500,58.319,0.2678,0.2243,0.5076,1.0000
spect_000128.spc,4.420,9.556,26.067,0.5799,0.2044,0.2123,1.0000
spect_000129.spc,2.168,2.535,87.383,0.2020,0.0190,0.7777,1.0000
spect_000130.spc,3.153,7.087,56.581,0.3662,0.1381,0.4932,1.0000
spect_000131.spc,1.919,14.790,59.466,0.1494,0.3328,0.5163,1.0000
spect_000132.spc,1.909,14.110,61.459,0.1482,0.3154,0.5349,1.0000
spect_000133.spc,3.019,13.234,42.827,0.3382,0.2954,0.3644,1.0000
spect_000134.spc,1.535,9.913,79.447,0.0884,0.2069,0.7017,1.0000
spect_000135.spc,1.910,14.766,59.748,0.1479,0.3322,0.5189,1.0000
spect_000136.spc,1.257,13.333,75.812,0.0378,0.2939,0.6669,1.0000
spect_000137.spc,1.962,13.787,61.167,0.1578,0.3073,0.5324,1.0000
spect_000138.spc,5.466,5.574,16.851,0.7616,0.1046,0.1295,1.0000
spect_000139.spc,3.521,10.650,40.090,0.4260,0.2304,0.3404,1.0000
spect_000140.spc,1.491,28.383,31.184,0.0655,0.6806,0.2510,1.0000
spect_000141.spc,2.930,6.393,62.753,0.3286,0.1198,0.5501,1.0000
spect_000142.spc,1.792,11.676,69.890,0.1308,0.2528,0.6133,1.0000
spect_000143.spc,2.591,6.889,67.858,0.2703,0.1317,0.5967,1.0000
spect_000144.spc,2.788,13.854,45.373,0.2984,0.3109,0.3875,1.0000
spect_000145.spc,1.748,10.155,75.017,0.1241,0.2136,0.6610,1.0000
spect_000146.spc,1.960,23.231,36.140,0.1496,0.5495,0.2987,1.0000
spect_000147.spc,3.431,18.013,22.300,0.4043,0.4190,0.1740,1.0000
spect_000148.spc,3.024,4.440,66.273,0.3461,0.0698,0.5833,1.0000
spect_000149.spc,2.628,14.174,47.819,0.2706,0.3186,0.4097,1.0000
spect_000150.spc,2.136,13.445,58.892,0.1876,0.2988,0.5116,1.0000
spect_000151.spc,3.093,12.745,42.699,0.3512,0.2831,0.3634,1.0000
spect_000152.spc,2.471,20.480,33.816,0.2389,0.4801,0.2786,1.0000
spect_000153.spc,2.527,9.676,61.597,0.2573,0.2030,0.5381,1.0000
spect_000154.spc,1.776,10.003,74.817,0.1292,0.2097,0.6592,1.0000
spect_000155.spc,1.149,17.982,65.604,0.0154,0.4129,0.5712,1.0000
spect_000156.spc,2.061,16.161,52.954,0.1728,0.3684,0.4560,1.0000
spect_000157.spc,3.462,16.979,24.557,0.4104,0.3925,0.1952,1.0000
spect_000158.spc,1.525,5.547,91.362,0.0901,0.0949,0.8129,1.0000
spect_000159.spc,2.451,13.156,53.891,0.2413,0.2921,0.4659,1.0000
spect_000160.spc,2.435,3.911,78.671,0.2463,0.0550,0.6972,1.0000
spect_000161.spc,1.177,12.048,80.207,0.0260,0.2610,0.7078,1.0000
spect_000162.spc,1.834,7.908,79.303,0.1407,0.1561,0.7013,1.0000
spect_000163.spc,2.741,7.957,62.024,0.2952,0.1595,0.5428,1.0000
spect_000164.spc,2.624,9.766,59.781,0.2734,0.2055,0.5214,1.0000
spect_000165.spc,1.974,30.659,15.697,0.1463,0.7402,0.1080,1.0000
spect_000166.spc,1.642,12.131,71.707,0.1045,0.2640,0.6298,1.0000
spect_000167.spc,2.105,12.831,60.933,0.1831,0.2831,0.5307,1.0000
spect_000168.spc,1.872,22.136,40.054,0.1363,0.5214,0.3352,0.9999
spect_000169.spc,2.115,12.724,61.056,0.1847,0.2804,0.5318,1.0000
spect_000170.spc,1.894,18.372,50.345,0.1423,0.4247,0.4311,1.0000
spect_000171.spc,4.617,8.868,24.166,0.6142,0.1872,0.1952,1.0000
spect_000172.spc,1.621,14.453,65.978,0.0989,0.3235,0.5762,1.0000
spect_000173.spc,2.538,17.806,39.683,0.2525,0.4116,0.3336,1.0000
spect_000174.spc,2.791,9.280,57.743,0.3024,0.1935,0.5029,1.0000
spect_000175.spc,2.976,7.811,58.378,0.3350,0.1561,0.5093,1.0000
spect_000176.spc,1.271,10.572,82.855,0.0426,0.2232,0.7327,1.0000
spect_000177.spc,2.123,12.991,60.291,0.1858,0.2872,0.5247,1.0000
spect_000178.spc,2.961,23.729,16.147,0.3193,0.5645,0.1151,1.0000
spect_000179.spc,1.416,13.792,71.166,0.0651,0.3063,0.6241,1.0000
spect_000180.spc,1.709,15.114,62.586,0.1134,0.3406,0.5448,1.0000
spect_000181.spc,1.972,14.113,60.438,0.1588,0.3155,0.5255,1.0000
spect_000182.spc,2.582,7.619,66.014,0.2684,0.1504,0.5795,1.0000
spect_000183.spc,3.865,16.312,18.728,0.4797,0.3763,0.1420,1.0000
spect_000184.spc,2.566,5.897,70.911,0.2671,0.1062,0.6252,1.0000
spect_000185.spc,2.276,24.095,27.493,0.2032,0.5725,0.2191,1.0000
spect_000186.spc,1.251,30.886,29.022,0.0226,0.7442,0.2301,1.0000
spect_000187.spc,1.306,11.485,79.718,0.0479,0.2467,0.7035,1.0000
spect_000188.spc,2.496,14.674,49.086,0.2476,0.3311,0.4211,1.0000
spect_000189.spc,2.372,15.218,49.169,0.2270,0.3451,0.4218,1.0000
spect_000190.spc,1.314,21.439,53.130,0.0410,0.5020,0.4553,1.0000
spect_000191.spc,3.222,14.998,34.353,0.3712,0.3411,0.2859,1.0000
